id,week,center_id,meal_id,checkout_price,base_price
1091114,146,11,1311,206.64,207.64
1043572,146,11,1803,183.33,206.61
1103283,146,11,1438,194,195
1265051,146,11,2494,195,195
1168741,146,11,1847,194,194
1052776,146,11,1558,562.6,563.6
1206564,146,11,2581,564.6,562.6
1302153,146,11,1962,558.72,560.72
1083754,146,11,1445,727.53,727.53
1097952,146,11,2444,728.53,727.53
1251605,146,11,2867,727.53,726.53
1333032,146,11,2760,161.99,243.53
1086936,146,11,1525,319.13,321.13
1088412,146,11,2704,319.13,320.13
1236400,146,11,2492,389.03,387.03
1244516,146,11,1543,486.03,486.03
1380381,146,11,2304,486.03,484.03
1495062,146,11,2664,305.61,303.61
1439647,146,11,2569,314.34,314.34
1019214,146,11,2490,290.03,290.03
1316160,146,83,1885,142.59,143.59
1022008,146,83,1993,142.59,142.59
1138248,146,83,2539,144.59,142.59
1052922,146,83,2139,292.03,290.03
1181474,146,83,2631,137.74,139.74
1046475,146,83,1248,154.26,153.26
1216688,146,83,1778,157.17,157.17
1067565,146,83,1062,159.14,157.14
1008328,146,83,2707,208.61,207.61
1430287,146,83,1207,352.11,352.11
1406716,146,83,1230,362.81,363.81
1105380,146,83,2322,354.11,353.11
1248694,146,83,2290,298.79,298.79
1252163,146,83,1727,447.23,447.23
1443474,146,83,1109,310.43,311.43
1033716,146,83,1571,581.03,581.03
1300295,146,83,2956,581.03,581.03
1311882,146,83,2104,581.03,581.03
1257968,146,83,2577,319.13,319.13
1226362,146,83,2640,320.13,321.13
1030655,146,83,1878,321.13,320.13
1210527,146,83,2306,242.53,336.62
1278927,146,83,1216,413.25,414.25
1232239,146,83,2126,437.53,509.31
1133067,146,83,2826,327.92,326.92
1382522,146,83,1754,328.83,330.83
1219136,146,83,1971,328.86,327.86
1498130,146,83,1902,446.23,445.23
1251629,146,83,1247,447.23,446.23
1032092,146,83,1770,426.83,486.03
1249865,146,83,1558,557.78,558.78
1207630,146,83,2581,559.69,559.69
1144733,146,83,1962,563.63,561.63
1436768,146,83,1445,726.53,728.53
1148964,146,83,2867,728.53,727.53
1237346,146,83,2760,184.36,261.93
1206015,146,83,1525,320.13,319.13
1105113,146,83,2704,319.13,319.13
1430481,146,83,2492,456.93,455.93
1001589,146,83,1543,473.39,483.09
1224132,146,83,2304,452.08,484.09
1074380,146,83,2664,322.07,321.07
1097109,146,83,2569,293,292
1211246,146,83,2490,290.03,290.03
1390579,146,32,1885,122.28,121.28
1473058,146,32,1993,119.31,119.31
1186964,146,32,2539,118.34,119.34
1222837,146,32,2139,275.54,274.54
1342393,146,32,2631,139.71,138.71
1170472,146,32,1778,159.14,157.14
1170791,146,32,1062,160.11,158.11
1046653,146,32,2707,202.76,201.76
1195179,146,32,1207,363.75,365.75
1332509,146,32,1230,363.75,364.75
1438300,146,32,2322,359.9,359.9
1435748,146,32,2290,259.96,260.96
1052668,146,32,1727,423.95,423.95
1227060,146,32,1109,309.43,309.43
1342252,146,32,1571,583.03,581.03
1143109,146,32,2956,583.03,582.03
1394807,146,32,2104,582.03,582.03
1448374,146,32,2577,320.13,319.13
1028680,146,32,2640,321.13,320.13
1079691,146,32,1878,319.13,320.13
1402079,146,32,1216,418.13,416.13
1424446,146,32,2126,435.53,508.31
1133297,146,32,2826,327.92,325.92
1076214,146,32,1754,292.03,290.03
1173823,146,32,1971,290.06,291.06
1488584,146,32,1902,446.23,447.23
1072892,146,32,1247,445.23,447.23
1277491,146,32,1770,426.83,485.03
1290868,146,32,1558,512.19,513.19
1048888,146,32,2581,512.19,511.19
1138141,146,32,1962,513.19,513.19
1473125,146,32,1445,728.53,727.53
1196726,146,32,2444,727.53,728.53
1179278,146,32,2867,727.53,726.53
1282305,146,32,2760,184.36,261.93
1359903,146,32,1525,319.13,320.13
1355143,146,32,2704,319.13,321.13
1095889,146,32,2492,447.23,447.23
1250665,146,32,1543,446.26,444.26
1426610,146,32,2304,435.56,436.56
1390104,146,32,2664,275.48,338.53
1051519,146,32,2569,283.3,340.53
1337584,146,32,2490,280.36,279.36
1332667,146,13,1885,156.17,151.38
1075942,146,13,1993,157.14,148.41
1109804,146,13,2539,160.11,160.11
1316684,146,13,2139,292.03,290.03
1248315,146,13,2631,164.96,164.96
1113611,146,13,1248,161.99,161.99
1110867,146,13,1778,193.09,192.09
1247289,146,13,1062,191.09,193.09
1022953,146,13,2707,238.68,237.68
1160081,146,13,1207,383.18,382.18
1120430,146,13,1230,376.36,377.36
1487280,146,13,2322,376.39,377.39
1020081,146,13,2290,301.67,301.67
1329551,146,13,1727,464.63,465.63
1137610,146,13,1109,310.43,310.43
1072530,146,13,1571,640.23,641.23
1115708,146,13,2956,636.32,638.32
1203532,146,13,2104,641.23,641.23
1494216,146,13,2577,321.13,321.13
1116374,146,13,2640,321.13,319.13
1032497,146,13,1878,320.13,319.13
1413930,146,13,2306,242.5,336.62
1136118,146,13,1216,417.13,417.13
1254872,146,13,2126,484.03,508.31
1398257,146,13,2826,377.36,378.36
1364001,146,13,1754,327.86,329.86
1369843,146,13,1971,344.35,346.35
1379360,146,13,1902,445.23,446.23
1442044,146,13,1247,445.23,446.23
1285290,146,13,1770,425.83,486.03
1129707,146,13,1198,158.17,174.6
1086750,146,13,1311,195.94,197.94
1147262,146,13,1803,164.9,191.09
1025605,146,13,1438,196,195
1414158,146,13,2494,194,196
1082079,146,13,1847,195,196
1467510,146,13,1558,563.6,563.6
1374892,146,13,2581,562.6,564.6
1171352,146,13,1962,564.6,564.6
1213246,146,13,1445,727.53,726.53
1279131,146,13,2444,726.53,727.53
1256386,146,13,2867,728.53,728.53
1234220,146,13,2760,162.96,242.53
1008206,146,13,1525,319.13,320.13
1267686,146,13,2704,319.13,321.13
1470186,146,13,2492,388.03,388.03
1233312,146,13,1543,485.03,485.03
1279379,146,13,2304,486.03,484.03
1431703,146,13,2664,345.38,335.62
1339938,146,13,2569,344.38,344.38
1010552,146,13,2490,290.03,290.03
1237947,146,109,1885,158.14,151.35
1175098,146,109,1993,157.14,157.14
1066074,146,109,2539,158.14,157.14
1045918,146,109,2631,158.17,158.17
1226081,146,109,1248,165.93,165.93
1148633,146,109,1778,190.15,191.15
1441429,146,109,1062,190.12,190.12
1291804,146,109,2707,238.68,238.68
1305194,146,109,1207,390.91,391.91
1327840,146,109,1230,380.27,380.27
1320801,146,109,2322,377.39,375.39
1467101,146,109,2290,303.67,301.67
1473989,146,109,1727,465.63,466.63
1466330,146,109,1109,311.43,310.43
1390856,146,109,2577,321.13,319.13
1120639,146,109,2640,321.13,319.13
1279275,146,109,1878,319.13,321.13
1166120,146,109,2306,244.5,337.62
1128404,146,109,1216,417.13,418.13
1252491,146,109,2126,485.03,486.03
1328056,146,109,2826,379.33,379.33
1452353,146,109,1754,329.86,328.86
1353276,146,109,1971,344.35,345.35
1297182,146,109,1902,446.23,446.23
1469299,146,109,1770,426.83,484.03
1129687,146,109,1198,193.03,227.01
1362599,146,109,1311,196.97,194.97
1245170,146,109,1803,181.39,208.61
1098570,146,109,1438,195,194
1452600,146,109,2494,195,195
1194207,146,109,1847,195,194
1023619,146,109,1558,564.6,564.6
1254600,146,109,2581,564.6,562.6
1157094,146,109,1962,563.6,564.6
1165391,146,109,1445,726.53,726.53
1131248,146,109,2867,653.78,727.53
1383646,146,109,2760,163.99,242.53
1288250,146,109,1525,319.13,319.13
1476141,146,109,2704,321.13,319.13
1401237,146,109,2492,388.03,388.03
1383510,146,109,1543,484.03,485.03
1433607,146,109,2304,486.03,486.03
1098207,146,109,2664,344.38,339.56
1453624,146,109,2569,343.38,338.56
1089046,146,109,2490,290.03,292.03
1306954,146,52,1885,157.17,156.17
1413179,146,52,1993,157.14,159.14
1379869,146,52,2539,157.14,158.14
1037218,146,52,2139,290.03,292.03
1247919,146,52,2631,165.93,165.93
1097438,146,52,1248,162.99,162.99
1441938,146,52,1778,191.12,190.12
1060769,146,52,1062,191.15,190.15
1409283,146,52,2707,235.74,235.74
1397517,146,52,1207,374.48,372.48
1220386,146,52,1230,399.7,398.7
1297481,146,52,2322,380.27,381.27
1309280,146,52,2290,300.73,299.73
1013813,146,52,1727,466.63,466.63
1087803,146,52,1109,310.43,310.43
1256077,146,52,1571,641.23,640.23
1328392,146,52,2104,641.23,641.23
1197947,146,52,2577,320.13,321.13
1134877,146,52,2640,320.13,320.13
1149222,146,52,1878,320.13,319.13
1321757,146,52,2306,244.5,337.62
1364052,146,52,1216,434.56,436.56
1346914,146,52,2126,485.03,507.31
1343936,146,52,2826,377.33,377.33
1284997,146,52,1754,327.86,329.86
1443980,146,52,1971,346.35,346.35
1272226,146,52,1902,445.23,447.23
1267791,146,52,1247,447.23,446.23
1049345,146,52,1770,425.83,486.03
1300007,146,52,1198,147.5,194.06
1220471,146,52,1311,197.94,196.94
1486124,146,52,1803,161.99,182.42
1183373,146,52,1438,194,194
1076787,146,52,2494,194,194
1218918,146,52,1847,195,195
1351627,146,52,1558,564.6,564.6
1333350,146,52,2581,563.6,562.6
1312936,146,52,1962,564.6,562.6
1477543,146,52,1445,727.53,728.53
1408514,146,52,2444,727.53,727.53
1256773,146,52,2867,726.53,727.53
1174904,146,52,2760,164.9,241.53
1392815,146,52,1525,320.13,321.13
1389126,146,52,2704,321.13,319.13
1074816,146,52,2492,389.03,388.03
1124612,146,52,1543,484.03,484.03
1318251,146,52,2304,486.03,485.03
1089252,146,52,2664,345.38,344.38
1396463,146,52,2569,344.38,344.38
1289632,146,52,2490,292.03,292.03
1083889,146,93,1885,121.31,119.31
1121896,146,93,1993,120.28,121.28
1004866,146,93,2539,122.28,121.28
1234436,146,93,2139,290.03,291.03
1311318,146,93,2631,131.95,150.41
1476647,146,93,1248,154.26,153.26
1419834,146,93,1778,154.26,177.51
1188670,146,93,1062,159.11,158.11
1260238,146,93,2707,203.73,202.73
1263791,146,93,1207,362.78,363.78
1070835,146,93,1230,359.9,359.9
1433069,146,93,2322,338.59,337.59
1349084,146,93,2290,261.96,259.96
1360259,146,93,1727,423.95,422.95
1022475,146,93,1109,308.49,307.49
1037167,146,93,1571,581.03,581.03
1492031,146,93,2956,581.03,581.03
1057541,146,93,2104,582.03,581.03
1483675,146,93,2640,321.13,320.13
1463966,146,93,1878,321.13,319.13
1474096,146,93,2306,241.53,307.55
1440771,146,93,1216,418.13,418.13
1452763,146,93,2126,437.53,460.78
1382621,146,93,2826,326.92,325.92
1035365,146,93,1754,291.03,291.03
1355984,146,93,1971,290.06,289.06
1140520,146,93,1902,446.23,445.23
1168148,146,93,1558,513.19,512.19
1052343,146,93,2581,513.19,512.19
1370827,146,93,1962,511.19,512.19
1055728,146,93,1445,727.53,866.27
1053449,146,93,2444,728.53,727.53
1368579,146,93,2867,728.53,727.53
1208370,146,93,2760,223.13,260.93
1027455,146,93,1525,321.13,319.13
1147326,146,93,2704,320.13,321.13
1203029,146,93,2492,446.23,446.23
1389643,146,93,1543,435.56,435.56
1482071,146,93,2304,482.09,483.09
1411487,146,93,2664,285.24,338.53
1043533,146,93,2569,283.3,338.53
1294351,146,93,2490,279.36,279.36
1409427,146,186,1885,120.34,119.34
1000264,146,186,1993,119.37,119.37
1016463,146,186,2539,118.4,116.4
1224218,146,186,2139,267.75,268.75
1485114,146,186,2631,126.13,152.35
1006410,146,186,1248,94.15,137.74
1221242,146,186,1778,153.26,173.63
1031339,146,186,1062,150.41,151.35
1153545,146,186,2707,203.7,204.7
1182144,146,186,1207,362.78,364.78
1194788,146,186,1230,346.29,347.29
1082828,146,186,2322,368.63,367.63
1265773,146,186,2290,259.96,261.96
1154515,146,186,1727,422.95,422.95
1105986,146,186,1109,309.43,310.43
1293017,146,186,1571,583.03,583.03
1272587,146,186,2104,581.03,582.03
1027143,146,186,2577,321.13,319.13
1179146,146,186,2640,319.13,321.13
1342337,146,186,1878,321.13,320.13
1269746,146,186,1216,416.13,417.13
1369030,146,186,2826,326.92,326.92
1109605,146,186,1754,290.06,289.06
1099603,146,186,1971,289.12,288.12
1319113,146,186,1247,446.23,445.23
1155697,146,186,1770,426.83,425.83
1218892,146,186,1558,511.19,512.19
1493357,146,186,2581,513.19,512.19
1202597,146,186,1962,511.19,512.19
1116108,146,186,1445,728.53,727.53
1229780,146,186,2444,726.53,727.53
1391127,146,186,2867,728.53,727.53
1085957,146,186,2760,184.36,260.93
1267409,146,186,2704,319.13,321.13
1245159,146,186,1543,387.03,483.09
1378973,146,186,2304,387.03,482.09
1079844,146,186,2664,283.24,340.53
1024089,146,186,2569,284.24,340.53
1463712,146,186,2490,280.36,280.36
1268331,146,146,1885,121.28,120.28
1058344,146,146,1993,119.31,119.31
1417277,146,146,2539,123.25,122.25
1056035,146,146,2139,281.3,282.3
1343254,146,146,2631,129.04,148.47
1262833,146,146,1248,154.26,154.26
1272751,146,146,1778,161.08,160.08
1013213,146,146,1062,159.14,158.14
1263405,146,146,2707,206.67,205.67
1204818,146,146,1207,361.87,360.87
1333742,146,146,1230,344.38,344.38
1043262,146,146,2322,357.02,355.02
1449237,146,146,2290,259.96,259.96
1080908,146,146,1727,422.95,422.95
1073524,146,146,1109,310.43,309.43
1196482,146,146,1571,581.03,582.03
1068138,146,146,2956,581.03,581.03
1320427,146,146,2104,584.94,583.94
1184166,146,146,2577,320.13,320.13
1228572,146,146,2640,319.13,320.13
1075131,146,146,1878,320.13,321.13
1128915,146,146,2306,241.53,313.31
1182843,146,146,1216,416.13,418.13
1094044,146,146,2826,325.92,326.92
1209858,146,146,1754,292.03,291.03
1222963,146,146,1971,290.06,290.06
1037477,146,146,1902,446.23,447.23
1001694,146,146,1247,447.23,445.23
1054299,146,146,1770,425.83,427.83
1371044,146,146,1558,512.19,512.19
1254718,146,146,2581,511.19,512.19
1086268,146,146,1962,512.19,511.19
1003757,146,146,1445,726.53,727.53
1448276,146,146,2444,726.53,726.53
1489645,146,146,2760,183.36,262.93
1491279,146,146,1525,321.13,319.13
1408337,146,146,2704,320.13,319.13
1360068,146,146,2492,446.23,445.23
1316400,146,146,1543,454.93,456.93
1110618,146,146,2304,430.71,482.09
1146271,146,146,2664,283.3,338.53
1474849,146,146,2569,285.24,339.53
1352055,146,146,2490,271.6,272.6
1245977,146,57,1885,136.77,137.77
1165288,146,57,1993,143.62,143.62
1081099,146,57,2539,145.56,144.56
1441467,146,57,1248,129.01,155.26
1336838,146,57,1778,156.2,157.2
1106150,146,57,1062,153.26,153.26
1190084,146,57,1207,361.87,359.87
1232610,146,57,1230,358.9,358.9
1321845,146,57,2322,367.63,369.63
1159511,146,57,2290,298.79,297.79
1441739,146,57,1727,445.23,447.23
1096623,146,57,1109,311.43,311.43
1474925,146,57,2640,320.13,320.13
1118719,146,57,1878,319.13,320.13
1297074,146,57,1216,413.25,413.25
1054861,146,57,2826,326.92,327.92
1208736,146,57,1754,330.83,329.83
1161439,146,57,1971,328.86,329.86
1282737,146,57,1558,550.99,550.99
1194305,146,57,2581,551.99,551.99
1353044,146,57,1962,550.96,552.96
1063225,146,57,2444,727.53,726.53
1116078,146,57,2704,320.13,321.13
1075416,146,57,2492,456.93,456.93
1088172,146,57,1543,470.45,471.45
1320248,146,57,2664,323.07,322.07
1271591,146,57,2569,318.22,317.22
1127237,146,57,2490,291.03,291.03
1243020,146,149,1885,141.65,140.65
1416839,146,149,1993,141.68,139.68
1172788,146,149,2539,141.62,143.62
1473056,146,149,2631,121.25,151.38
1060753,146,149,1248,137.74,138.74
1053540,146,149,1778,155.2,175.6
1261815,146,149,1062,154.26,158.17
1489999,146,149,2707,208.58,207.58
1133739,146,149,1230,367.63,369.63
1384693,146,149,2322,368.63,367.63
1072117,146,149,2290,298.79,298.79
1023989,146,149,1727,447.23,447.23
1183974,146,149,1109,310.43,309.43
1171351,146,149,2640,321.13,319.13
1004475,146,149,1878,320.13,321.13
1080300,146,149,2306,241.53,335.62
1164653,146,149,1216,412.25,412.25
1444590,146,149,2126,472.42,471.42
1169717,146,149,2826,326.92,326.92
1399692,146,149,1754,329.83,328.83
1393811,146,149,1971,328.86,329.86
1177147,146,149,1247,445.23,447.23
1455218,146,149,1770,425.83,486.03
1478944,146,149,1558,558.75,558.75
1415824,146,149,2581,559.72,558.72
1041241,146,149,1962,562.6,564.6
1045506,146,149,2444,726.53,727.53
1210059,146,149,2760,183.36,260.93
1139397,146,149,2704,320.13,320.13
1008295,146,149,2492,456.93,456.93
1406978,146,149,1543,466.57,467.57
1470180,146,149,2304,482.09,482.09
1326956,146,149,2664,322.07,323.07
1268964,146,149,2569,322.07,322.07
1267165,146,89,1885,156.17,158.17
1414458,146,89,1993,157.14,157.14
1105486,146,89,2539,159.11,160.11
1246396,146,89,2139,379.3,378.3
1223814,146,89,2631,165.93,163.93
1208097,146,89,1248,165.93,164.93
1426257,146,89,1778,185.27,185.27
1402266,146,89,1062,190.15,189.15
1273610,146,89,2707,238.68,229.92
1082679,146,89,1207,372.51,372.51
1061395,146,89,1230,382.24,380.24
1448891,146,89,2322,384.12,386.12
1121802,146,89,2290,286.21,284.21
1017920,146,89,1727,465.63,464.63
1220913,146,89,1109,309.43,309.43
1201769,146,89,1571,641.23,640.23
1214790,146,89,2956,640.23,639.23
1055980,146,89,2104,640.23,640.23
1143296,146,89,2577,321.13,321.13
1161381,146,89,2640,321.13,319.13
1049400,146,89,1878,319.13,321.13
1388858,146,89,2306,227.01,337.62
1367157,146,89,1216,416.13,418.13
1056911,146,89,2126,486.03,484.03
1363870,146,89,2826,379.33,378.33
1206999,146,89,1754,328.86,328.86
1220962,146,89,1971,344.35,345.35
1244866,146,89,1902,446.23,446.23
1161719,146,89,1247,446.23,447.23
1492231,146,89,1198,190.18,242.53
1492759,146,89,1311,146.5,218.28
1408726,146,89,1803,170.75,217.34
1337818,146,89,1438,194,194
1136894,146,89,2494,194,195
1050836,146,89,1847,195,196
1157808,146,89,1558,563.6,563.6
1438743,146,89,2581,563.6,564.6
1092027,146,89,1962,563.6,640.23
1286976,146,89,1445,726.53,728.53
1244383,146,89,2444,726.53,726.53
1220086,146,89,2867,726.53,726.53
1014137,146,89,2760,163.99,241.53
1460613,146,89,1525,320.13,320.13
1269949,146,89,2704,319.13,319.13
1022949,146,89,2492,388.03,389.03
1118546,146,89,1543,484.03,484.03
1006832,146,89,2664,344.38,345.38
1461216,146,89,2569,343.38,343.38
1333438,146,89,2490,290.03,291.03
1014151,146,124,1885,160.11,150.38
1196661,146,124,1993,157.14,151.38
1072688,146,124,2539,158.11,158.11
1161832,146,124,2139,275.48,275.48
1146287,146,124,2631,165.93,165.93
1329636,146,124,1248,165.93,163.93
1113345,146,124,1778,191.15,189.15
1079296,146,124,1062,193.09,193.09
1245711,146,124,2707,240.59,241.59
1312378,146,124,1207,388,388
1280461,146,124,1230,380.27,381.27
1132214,146,124,2322,386.12,386.12
1013410,146,124,2290,303.64,304.64
1315890,146,124,1727,464.63,466.63
1453825,146,124,1109,309.43,311.43
1137590,146,124,1571,641.23,640.23
1046820,146,124,2956,641.23,639.23
1100813,146,124,2104,639.23,640.23
1213133,146,124,2640,320.13,321.13
1119887,146,124,1878,321.13,319.13
1339495,146,124,2306,242.5,335.62
1172173,146,124,1216,416.13,417.13
1250692,146,124,2126,485.03,509.31
1000962,146,124,2826,377.33,378.33
1122867,146,124,1754,328.86,328.86
1367068,146,124,1971,346.35,344.35
1181254,146,124,1902,446.23,447.23
1411654,146,124,1311,170.75,169.75
1154407,146,124,1803,170.75,256.14
1477833,146,124,1438,194,194
1422724,146,124,2494,196,195
1112704,146,124,1558,562.6,562.6
1346146,146,124,2581,559.72,559.72
1108405,146,124,1962,562.6,564.6
1194904,146,124,2760,161.99,242.53
1448084,146,124,1525,320.13,319.13
1266676,146,124,2492,388.03,388.03
1099057,146,124,1543,485.03,486.03
1188584,146,124,2664,345.38,343.38
1230753,146,124,2569,344.38,343.38
1237054,146,124,2490,290.03,290.03
1161084,146,152,1885,117.37,119.37
1401228,146,152,1993,117.4,118.4
1493372,146,152,2539,117.43,115.43
1395665,146,152,2139,282.3,282.3
1002279,146,152,2631,87.3,145.5
1424621,146,152,1248,113.52,153.26
1256602,146,152,1778,156.23,150.38
1390004,146,152,1062,156.17,151.32
1146927,146,152,2707,203.73,202.73
1057232,146,152,1207,351.2,351.2
1319822,146,152,1230,356.02,355.02
1353668,146,152,2322,369.63,369.63
1157084,146,152,2290,261.96,261.96
1115935,146,152,1727,422.95,421.95
1033089,146,152,1109,309.43,309.43
1090029,146,152,1571,581.03,581.03
1464617,146,152,2956,583.03,583.03
1209279,146,152,2104,583.03,581.03
1039223,146,152,2577,321.13,319.13
1152313,146,152,2640,321.13,321.13
1198253,146,152,1878,320.13,319.13
1356983,146,152,2306,241.53,336.62
1375236,146,152,1216,416.13,416.13
1276289,146,152,2126,435.53,483.06
1188533,146,152,2826,327.92,325.92
1163547,146,152,1754,291.03,292.03
1089771,146,152,1971,290.06,290.06
1449997,146,152,1902,446.23,446.23
1261700,146,152,1247,446.23,446.23
1098789,146,152,1770,425.83,486.03
1119881,146,152,1558,512.19,512.19
1174890,146,152,2581,513.19,511.19
1194658,146,152,1962,513.19,511.19
1354710,146,152,1445,728.53,726.53
1276097,146,152,2444,727.53,728.53
1451749,146,152,2867,726.53,726.53
1260659,146,152,2760,184.36,262.93
1342195,146,152,1525,321.13,321.13
1177959,146,152,2704,319.13,319.13
1346194,146,152,2492,445.23,445.23
1081095,146,152,1543,408.37,484.09
1228200,146,152,2304,404.49,484.09
1400215,146,152,2664,283.24,340.53
1101987,146,152,2569,285.24,333.74
1280892,146,152,2490,281.36,281.36
1207745,146,97,1885,140.65,142.65
1158313,146,97,1993,143.62,141.62
1326014,146,97,2539,139.71,140.71
1040372,146,97,2139,277.48,277.48
1405754,146,97,2631,122.28,141.62
1251759,146,97,1248,104.76,155.26
1094372,146,97,1778,162.05,161.05
1113898,146,97,1062,155.2,155.2
1351735,146,97,2707,208.58,208.58
1305756,146,97,1207,362.78,362.78
1144073,146,97,1230,363.78,364.78
1219445,146,97,2322,364.72,364.72
1399854,146,97,2290,298.79,297.79
1077708,146,97,1727,446.23,447.23
1136982,146,97,1109,310.43,310.43
1168044,146,97,1571,582.03,582.03
1301176,146,97,2104,581.03,583.03
1045879,146,97,2577,320.13,320.13
1375132,146,97,2640,319.13,319.13
1224442,146,97,1878,320.13,319.13
1195553,146,97,2306,243.53,307.55
1486052,146,97,1216,396.76,397.76
1406304,146,97,2126,436.53,490.85
1003371,146,97,2826,325.92,327.92
1447908,146,97,1754,328.83,328.83
1022766,146,97,1971,322.04,323.04
1359162,146,97,1902,445.23,446.23
1149541,146,97,1247,445.23,447.23
1389512,146,97,1770,425.83,425.83
1294598,146,97,1558,562.66,560.66
1187407,146,97,2581,560.66,560.66
1151085,146,97,1962,558.72,560.72
1262007,146,97,1445,727.53,728.53
1273205,146,97,2444,727.53,727.53
1098767,146,97,2867,727.53,728.53
1328665,146,97,2760,183.36,260.93
1207902,146,97,1525,321.13,320.13
1110134,146,97,2704,319.13,320.13
1135750,146,97,2492,456.93,455.93
1404904,146,97,1543,482.09,484.09
1252213,146,97,2304,436.56,434.56
1471895,146,97,2664,322.07,322.07
1370308,146,97,2569,323.07,321.07
1488744,146,97,2490,290.03,290.03
1312130,146,74,1885,121.31,121.31
1432207,146,74,1993,119.34,118.34
1067574,146,74,2539,121.25,123.25
1497576,146,74,2139,290.03,292.03
1173597,146,74,2631,105.73,154.26
1463356,146,74,1248,155.26,154.26
1476005,146,74,1778,153.32,153.32
1226297,146,74,1062,156.17,152.35
1312818,146,74,2707,211.52,211.52
1170077,146,74,1207,367.63,368.63
1132041,146,74,1230,351.2,349.2
